2024-10-02 00:01:39.91 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-10-02 00:01:40.77 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tripleng.shopappserver.repositories.ProductImageRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2024-10-02 00:01:40.77 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tripleng.shopappserver.repositories.ProductRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2024-10-02 00:01:40.77 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tripleng.shopappserver.repositories.RoleRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2024-10-02 00:01:40.77 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tripleng.shopappserver.repositories.SocialAccountRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2024-10-02 00:01:40.77 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tripleng.shopappserver.repositories.TokenRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2024-10-02 00:01:40.77 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tripleng.shopappserver.repositories.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2024-10-02 00:01:40.77 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2024-10-02 00:01:41.26 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8088 (http)
2024-10-02 00:01:41.27 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2024-10-02 00:01:41.27 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-02 00:01:41.27 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.25]
2024-10-02 00:01:41.30 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-02 00:01:41.30 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1337 ms
2024-10-02 00:01:41.49 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-10-02 00:01:41.56 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@4888425d
2024-10-02 00:01:41.56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-10-02 00:01:41.58 [main] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/shopapp (PostgreSQL 16.3)
2024-10-02 00:01:41.62 [main] INFO  o.f.core.internal.command.DbValidate - Successfully validated 4 migrations (execution time 00:00.019s)
2024-10-02 00:01:41.63 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 2.3
2024-10-02 00:01:41.63 [main] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2024-10-02 00:01:41.69 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-02 00:01:41.73 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.9.Final
2024-10-02 00:01:41.75 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-10-02 00:01:41.90 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-10-02 00:01:41.93 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-10-02 00:01:42.67 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-10-02 00:01:42.67 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-02 00:01:43.07 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/api/v1/actuator'
2024-10-02 00:01:43.11 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-10-02 00:01:43.18 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-10-02 00:01:43.72 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7584b20d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3d26e7ba, org.springframework.security.web.context.SecurityContextHolderFilter@2cf3882d, org.springframework.security.web.header.HeaderWriterFilter@5a7ec872, org.springframework.web.filter.CorsFilter@708d7fb7, org.springframework.security.web.authentication.logout.LogoutFilter@71a25687, com.tripleng.shopappserver.filters.JwtTokenFilter@60dd53e9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@25db0f54, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@afb7791, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@786ce57e, org.springframework.security.web.access.ExceptionTranslationFilter@257d8340, org.springframework.security.web.access.intercept.AuthorizationFilter@6e12352d]
2024-10-02 00:01:44.18 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2024-10-02 00:01:44.19 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8088 (http) with context path ''
2024-10-02 00:01:44.20 [main] INFO  c.t.s.ShopappServerApplication - Started ShopappServerApplication in 4.478 seconds (process running for 5.015)
2024-10-02 00:01:44.57 [RMI TCP Connection(2)-192.168.22.240] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-10-02 00:01:44.57 [RMI TCP Connection(2)-192.168.22.240] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-10-02 00:01:44.58 [RMI TCP Connection(2)-192.168.22.240] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-10-02 00:04:12.59 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:04:12.59 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:04:12.59 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:04:12.59 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:04:12.65 [http-nio-8088-exec-1] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:04:12.67 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:04:12.70 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:08:15.14 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:08:15.14 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:08:15.14 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:08:15.14 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:08:15.15 [http-nio-8088-exec-5] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:08:15.15 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:08:15.15 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:08:28.85 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:08:28.85 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:08:28.85 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:08:28.85 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:08:28.86 [http-nio-8088-exec-7] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:08:28.86 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:08:28.86 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:08:29.99 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:08:29.99 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:08:29.99 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:08:29.99 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:08:29.99 [http-nio-8088-exec-9] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:08:29.99 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:08:29.99 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:09:17.57 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:09:17.57 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:09:17.57 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:09:17.57 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:09:17.58 [http-nio-8088-exec-1] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:09:17.58 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:09:17.58 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:09:20.20 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:09:20.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:09:20.20 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:09:20.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:09:20.20 [http-nio-8088-exec-3] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:09:20.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:09:20.20 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:09:21.32 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:09:21.32 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:09:21.32 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:09:21.32 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:09:21.33 [http-nio-8088-exec-6] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:09:21.33 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:09:21.33 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:09:21.91 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:09:21.91 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:09:21.91 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:09:21.91 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:09:21.92 [http-nio-8088-exec-8] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:09:21.92 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:09:21.92 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:09:22.24 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:09:22.24 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:09:22.24 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:09:22.24 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:09:22.24 [http-nio-8088-exec-9] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:09:22.24 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:09:22.24 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:09:30.17 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:09:30.17 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:09:30.17 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:09:30.17 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:09:30.17 [http-nio-8088-exec-2] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:09:30.17 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:09:30.17 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:20:01.38 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:20:01.38 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:20:01.38 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:20:01.38 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:20:01.39 [http-nio-8088-exec-6] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:20:01.39 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:20:01.39 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:22:40.99 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:22:40.99 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:22:40.99 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:22:40.99 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:22:40.99 [http-nio-8088-exec-9] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:22:41.00 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:22:41.00 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:22:42.61 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:22:42.61 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:22:42.61 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:22:42.61 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:22:42.62 [http-nio-8088-exec-2] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:22:42.62 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:22:42.62 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:22:43.46 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:22:43.46 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:22:43.46 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:22:43.46 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:22:43.46 [http-nio-8088-exec-4] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:22:43.46 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:22:43.46 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:24:14.15 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:24:14.15 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:24:14.15 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:24:14.15 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:24:14.15 [http-nio-8088-exec-8] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:24:14.15 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:24:14.16 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:24:33.31 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:24:33.31 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:24:33.31 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:24:33.31 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:24:33.31 [http-nio-8088-exec-10] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:24:33.31 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:24:33.31 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:25:56.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:25:56.20 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:25:56.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:25:56.20 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:25:56.21 [http-nio-8088-exec-4] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:25:56.21 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:25:56.21 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:26:22.34 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:26:22.34 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:26:22.34 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:26:22.34 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:26:22.35 [http-nio-8088-exec-5] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:26:22.35 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:26:22.35 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:30:26.15 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:30:26.15 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:30:26.15 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:30:26.15 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
